207,2023-12-08,4,7937,local 2,Santa Marta
208,2024-03-28,7,6229,local 1,Medellín
209,2024-02-23,10,4892,local 3,Pereira
210,2024-01-25,1,12177,local 1,Bogotá
211,2023-10-09,10,5792,local 2,Medellín
212,2024-01-21,2,4544,local 3,Santa Marta
213,2024-01-27,1,6437,local 2,Bogotá
214,2023-10-10,7,3443,local 1,Bogotá
215,2023-10-07,3,8481,local 2,Pereira
216,2023-12-09,6,12182,local 2,Pereira
217,2024-01-20,4,11071,local 1,Bogotá
218,2023-12-12,7,8180,local 3,Medellín
219,2023-10-07,5,1822,local 1,Pereira
220,2024-01-16,9,574,local 1,Santa Marta
221,2024-03-30,2,13248,local 3,Bogotá
222,2023-12-06,10,10137,local 2,Santa Marta
223,2023-11-18,2,14144,local 2,Medellín
224,2023-10-28,9,12958,local 2,Bogotá
225,2024-01-20,4,14721,local 3,Santa Marta
226,2023-11-09,4,6039,local 2,Medellín
227,2024-02-25,7,2980,local 1,Bogotá
228,2023-12-19,10,1465,local 1,Santa Marta
229,2023-09-06,6,11647,local 3,Bogotá
230,2023-11-16,10,4808,local 1,Santa Marta
231,2023-10-14,5,3446,local 2,Bogotá
232,2023-11-21,7,9907,local 3,Pereira
233,2024-02-03,3,5146,local 2,Bogotá
234,2024-01-17,5,11633,local 2,Medellín
235,2023-09-21,2,2542,local 3,Pereira
236,2024-01-19,5,576,local 2,Pereira
237,2023-09-29,10,5352,local 1,Bogotá
238,2023-12-18,4,14268,local 3,Pereira
239,2023-11-27,10,6102,local 2,Medellín
240,2024-01-08,3,3038,local 2,Bogotá
241,2024-01-03,4,13977,local 1,Santa Marta
242,2023-12-02,5,3349,local 3,Pereira
243,2023-12-25,1,7553,local 1,Medellín
244,2023-12-28,9,12421,local 3,Pereira
245,2023-10-14,3,11796,local 3,Santa Marta
246,2024-02-11,9,7215,local 3,Medellín
247,2023-10-26,1,7667,local 1,Medellín
248,2023-09-30,2,4483,local 3,Medellín
249,2024-02-04,2,1067,local 1,Pereira
250,2024-01-29,3,8412,local 3,Pereira
251,2024-01-02,1,14142,local 2,Medellín
252,2024-03-21,3,9692,local 3,Medellín
253,2024-03-11,9,11030,local 1,Bogotá
254,2023-12-08,2,2790,local 2,Medellín
255,2023-09-21,1,4156,local 1,Pereira
256,2024-03-08,8,12241,local 2,Medellín
257,2024-02-02,10,11929,local 3,Bogotá
258,2023-11-15,5,3526,local 2,Bogotá
259,2023-12-11,10,9120,local 2,Bogotá
260,2023-12-28,9,3201,local 2,Pereira
261,2023-10-01,10,4656,local 2,Pereira
262,2024-01-21,7,11579,local 1,Medellín
263,2024-03-03,7,10913,local 1,Santa Marta
264,2023-10-26,7,2679,local 3,Medellín
265,2024-02-23,9,9183,local 2,Medellín
266,2023-11-24,4,9453,local 2,Pereira
267,2023-11-28,3,1868,local 3,Medellín
268,2024-03-14,3,965,local 3,Bogotá
269,2024-03-27,4,6911,local 2,Medellín
270,2024-03-28,9,2844,local 1,Medellín
271,2024-03-09,5,3851,local 2,Pereira
272,2024-01-15,8,7974,local 1,Bogotá
273,2023-11-11,3,5361,local 2,Bogotá
274,2024-03-20,4,9501,local 2,Santa Marta
275,2024-01-09,5,466,local 3,Medellín
276,2023-10-01,6,1981,local 2,Santa Marta
277,2023-12-09,6,13190,local 2,Santa Marta
278,2024-02-11,1,3958,local 1,Bogotá
279,2023-11-06,9,1830,local 1,Medellín
280,2024-03-19,3,10232,local 2,Medellín
281,2024-01-13,2,11932,local 1,Bogotá
282,2024-02-14,10,3992,local 3,Bogotá
283,2024-01-12,8,10298,local 2,Pereira
284,2024-03-02,8,4960,local 2,Bogotá
285,2024-03-14,5,6196,local 2,Santa Marta
286,2024-02-14,2,8937,local 3,Bogotá
287,2023-12-01,6,11069,local 3,Bogotá
288,2023-09-13,2,5009,local 1,Bogotá
289,2024-01-06,6,9080,local 1,Bogotá
290,2024-02-21,6,4114,local 1,Medellín
291,2023-11-01,10,7353,local 3,Pereira
292,2024-01-21,9,14719,local 3,Medellín
293,2024-01-06,8,13582,local 2,Pereira
294,2023-09-05,7,9322,local 3,Santa Marta
295,2024-02-24,4,9343,local 2,Pereira
296,2024-01-14,8,10434,local 3,Bogotá
297,2023-11-09,1,5602,local 3,Medellín
298,2023-09-14,6,10078,local 1,Bogotá
299,2023-11-16,1,11348,local 2,Bogotá
300,2023-12-22,7,491,local 2,Santa Marta
301,2023-12-03,7,6892,local 1,Medellín
302,2023-11-22,9,10436,local 1,Medellín
303,2024-03-11,9,4257,local 3,Medellín
304,2023-12-05,8,5523,local 3,Pereira
305,2023-10-23,7,6989,local 2,Medellín
306,2023-11-13,7,14761,local 1,Santa Marta
307,2023-12-26,9,13653,local 1,Pereira
308,2023-11-30,1,8097,local 2,Bogotá
309,2023-11-24,2,7826,local 2,Medellín
310,2024-03-02,5,3094,local 3,Santa Marta
311,2024-03-03,10,1201,local 1,Santa Marta
312,2023-10-06,1,13852,local 1,Medellín
313,2024-01-18,6,12877,local 2,Medellín
314,2024-03-08,9,8731,local 2,Pereira
315,2023-09-29,6,13972,local 3,Pereira
316,2023-10-27,7,7471,local 1,Pereira
317,2023-10-03,7,11506,local 3,Medellín
318,2024-03-02,6,1161,local 2,Pereira
319,2024-01-27,7,773,local 3,Bogotá
320,2023-09-29,8,3912,local 2,Santa Marta
321,2023-10-13,9,11560,local 1,Bogotá
322,2023-09-20,7,10442,local 2,Santa Marta
323,2023-10-10,1,11000,local 1,Bogotá
324,2024-03-20,3,6620,local 1,Pereira
325,2024-01-16,8,12765,local 2,Pereira
326,2023-09-29,9,6044,local 2,Pereira
327,2024-01-22,1,5116,local 1,Bogotá
328,2023-12-17,1,14000,local 2,Bogotá
329,2023-12-04,7,12697,local 1,Medellín
330,2023-10-10,9,9938,local 1,Bogotá
331,2024-03-03,4,10084,local 3,Pereira
332,2023-09-07,9,4367,local 2,Santa Marta
333,2023-10-27,7,7410,local 2,Santa Marta
334,2024-02-19,9,13511,local 2,Santa Marta
335,2023-12-18,4,5157,local 2,Pereira
336,2024-02-11,7,12421,local 1,Pereira
337,2023-11-08,5,6615,local 1,Pereira
338,2024-02-11,4,13334,local 2,Pereira
339,2023-12-25,7,12709,local 2,Medellín
340,2024-01-20,9,2596,local 2,Bogotá
341,2024-02-05,8,4345,local 3,Pereira
342,2024-01-18,3,5818,local 2,Santa Marta
343,2023-10-18,9,11270,local 2,Pereira
344,2023-12-09,6,981,local 2,Santa Marta
345,2024-01-10,10,7439,local 3,Medellín
346,2023-11-21,2,1339,local 3,Santa Marta
347,2024-03-30,1,8124,local 2,Santa Marta
348,2024-01-28,8,11353,local 3,Santa Marta
349,2024-01-20,3,1715,local 2,Pereira
350,2024-01-20,7,12986,local 2,Santa Marta
351,2023-12-24,10,13112,local 3,Santa Marta
352,2023-10-11,2,2336,local 2,Medellín
353,2024-01-25,2,5653,local 1,Pereira
354,2023-12-18,6,7254,local 3,Bogotá
355,2024-01-08,2,1609,local 3,Bogotá
356,2024-02-25,10,5646,local 3,Pereira
357,2023-09-18,4,2532,local 1,Santa Marta
358,2024-01-05,1,2471,local 2,Pereira
359,2023-12-20,1,8177,local 3,Santa Marta
360,2023-11-19,4,4352,local 3,Santa Marta
361,2024-01-02,6,12391,local 3,Pereira
362,2024-01-11,5,11077,local 3,Medellín
363,2023-12-24,3,11010,local 1,Medellín
364,2024-01-18,5,7664,local 2,Bogotá
365,2024-03-03,1,14890,local 2,Santa Marta
366,2023-11-18,6,12194,local 1,Medellín
367,2024-01-16,5,3049,local 2,Medellín
368,2023-09-19,7,13035,local 3,Santa Marta
369,2023-11-05,6,2855,local 3,Pereira
370,2024-03-29,9,5457,local 1,Pereira
371,2024-02-02,9,12415,local 1,Santa Marta
372,2024-02-18,3,9472,local 1,Santa Marta
373,2023-12-27,8,12132,local 2,Santa Marta
374,2024-01-03,3,4261,local 1,Santa Marta
375,2024-01-01,9,14774,local 1,Santa Marta
376,2024-02-02,6,1561,local 2,Santa Marta
377,2023-10-03,10,5321,local 1,Medellín
378,2023-11-18,1,7017,local 1,Medellín
379,2023-11-28,1,6741,local 1,Bogotá
380,2024-03-29,2,2437,local 3,Medellín
381,2024-01-06,1,10050,local 3,Bogotá
382,2023-10-20,3,12800,local 3,Medellín
383,2024-03-11,1,4862,local 2,Medellín
384,2024-02-20,4,4880,local 2,Bogotá
385,2024-03-17,2,3365,local 1,Pereira
386,2023-09-26,3,13363,local 2,Medellín
387,2023-10-23,8,13910,local 1,Medellín
388,2024-03-17,9,11774,local 2,Medellín
389,2023-09-24,4,7569,local 1,Medellín
390,2023-10-17,5,3132,local 2,Medellín
391,2024-01-23,1,11980,local 3,Bogotá
392,2023-11-21,4,2361,local 2,Pereira
393,2023-10-20,2,4151,local 2,Pereira
394,2023-12-20,2,1017,local 3,Bogotá
395,2023-09-18,3,8245,local 2,Pereira
396,2023-11-04,6,4676,local 1,Bogotá
397,2023-10-17,10,124,local 3,Pereira
398,2024-02-27,6,10787,local 2,Pereira
399,2023-09-14,4,12149,local 2,Santa Marta
400,2023-09-08,8,14365,local 2,Bogotá
401,2024-03-23,9,2492,local 2,Santa Marta
402,2023-10-16,2,11126,local 3,Pereira
403,2023-11-18,10,4500,local 3,Medellín
404,2024-01-27,1,4671,local 2,Santa Marta
405,2023-10-18,7,11352,local 1,Santa Marta
406,2024-03-04,6,250,local 3,Santa Marta
407,2024-02-16,7,6808,local 1,Bogotá
408,2024-03-26,4,10812,local 3,Santa Marta
409,2023-09-11,1,9255,local 1,Pereira
410,2023-12-20,2,7550,local 1,Bogotá
411,2024-02-07,7,8334,local 1,Pereira
412,2024-02-03,2,8609,local 3,Pereira
413,2023-12-26,4,12233,local 3,Medellín
414,2024-03-08,6,519,local 2,Pereira
415,2024-01-07,2,8550,local 3,Medellín
416,2023-10-19,6,14458,local 1,Pereira
417,2023-10-31,3,11105,local 3,Pereira
418,2023-11-14,10,8893,local 2,Bogotá
419,2024-03-13,3,2596,local 2,Santa Marta
420,2023-11-25,1,223,local 2,Bogotá
421,2024-03-22,2,1417,local 2,Bogotá
422,2023-11-16,4,13303,local 3,Santa Marta
423,2023-12-18,8,4384,local 1,Medellín
424,2023-09-23,4,1178,local 1,Santa Marta
425,2023-09-19,6,3985,local 1,Bogotá
426,2024-01-09,4,2146,local 1,Santa Marta
427,2023-10-01,10,11483,local 1,Bogotá
428,2024-01-28,1,4496,local 2,Bogotá
429,2023-11-05,7,13670,local 1,Pereira
430,2023-10-28,6,2807,local 2,Medellín
431,2023-11-29,4,818,local 2,Bogotá
432,2023-09-23,8,14558,local 2,Bogotá
433,2024-01-04,2,8004,local 2,Medellín
434,2023-11-13,7,1601,local 2,Medellín
435,2024-02-24,1,189,local 1,Santa Marta
436,2023-12-24,6,3990,local 1,Bogotá
437,2024-03-10,5,7117,local 1,Pereira
438,2024-03-20,8,8144,local 3,Santa Marta
439,2023-11-08,7,14059,local 3,Pereira
440,2024-03-25,6,9982,local 2,Santa Marta
441,2023-10-14,7,12137,local 1,Bogotá
442,2023-11-22,2,11406,local 3,Medellín
443,2023-11-12,4,10102,local 3,Pereira
444,2024-01-28,8,12353,local 2,Medellín
445,2023-11-04,8,1515,local 1,Pereira
446,2023-10-18,2,11705,local 2,Pereira
447,2024-03-21,6,6324,local 1,Santa Marta
448,2023-12-22,10,10274,local 3,Medellín
449,2023-10-19,6,9663,local 2,Pereira
450,2024-03-06,8,7858,local 2,Santa Marta
451,2024-03-07,4,2960,local 3,Santa Marta
452,2023-11-06,4,7296,local 1,Bogotá
453,2023-11-21,2,13302,local 1,Bogotá
454,2024-02-06,10,211,local 1,Santa Marta
455,2024-03-31,2,9055,local 3,Medellín
456,2024-02-12,10,8339,local 1,Pereira
457,2024-03-15,2,3440,local 1,Bogotá
458,2024-03-23,9,1296,local 3,Bogotá
459,2023-11-22,10,9527,local 2,Santa Marta
460,2024-02-29,5,10565,local 1,Bogotá
461,2024-01-05,1,3064,local 2,Medellín
462,2024-01-11,1,5073,local 1,Santa Marta
463,2023-12-13,1,8587,local 3,Santa Marta
464,2024-03-08,3,7884,local 2,Medellín
465,2023-09-14,10,3265,local 2,Pereira
466,2024-03-23,4,12106,local 1,Santa Marta
467,2023-11-24,6,3124,local 2,Medellín
468,2023-10-18,3,14045,local 1,Medellín
469,2024-03-01,6,6329,local 2,Medellín
470,2023-12-30,4,5308,local 2,Santa Marta
471,2023-11-14,4,8337,local 1,Santa Marta
472,2023-12-28,4,12774,local 3,Pereira
473,2023-12-26,3,7481,local 1,Bogotá
474,2023-12-06,1,14261,local 1,Bogotá
475,2023-10-29,10,4314,local 2,Medellín
476,2023-12-14,4,7225,local 1,Bogotá
477,2023-09-05,4,219,local 2,Bogotá
478,2023-11-16,2,3170,local 2,Bogotá
479,2024-03-25,8,9113,local 3,Santa Marta
480,2024-03-13,2,12498,local 1,Bogotá
481,2023-12-06,7,6999,local 3,Medellín
482,2024-03-06,5,5928,local 2,Bogotá
483,2023-10-27,9,2807,local 2,Medellín
484,2023-11-11,5,11520,local 1,Pereira
485,2024-01-23,6,3879,local 3,Santa Marta
486,2023-12-28,3,1567,local 1,Santa Marta
487,2024-03-17,3,1976,local 3,Santa Marta
488,2024-03-28,8,12070,local 3,Medellín
489,2024-01-31,4,10924,local 1,Bogotá
490,2023-09-13,2,3664,local 3,Medellín
491,2023-09-18,6,1208,local 3,Pereira
492,2023-09-17,5,8109,local 3,Pereira
493,2024-02-11,8,7355,local 2,Pereira
494,2024-02-17,1,2358,local 1,Bogotá
495,2023-10-22,3,3615,local 1,Medellín
496,2023-09-08,7,2288,local 1,Santa Marta
497,2024-02-27,3,9526,local 2,Medellín
498,2023-11-04,9,2300,local 2,Medellín
499,2024-01-21,2,4654,local 3,Pereira
500,2023-09-09,3,2753,local 1,Bogotá
501,2024-03-02,3,6832,local 2,Santa Marta
502,2023-11-25,2,2614,local 2,Bogotá
503,2023-11-03,9,2799,local 2,Santa Marta
504,2023-11-10,10,2815,local 3,Medellín
505,2024-01-15,4,9076,local 2,Bogotá
506,2023-12-29,9,3625,local 1,Bogotá
507,2023-12-23,10,7772,local 2,Santa Marta
508,2024-03-21,3,14472,local 2,Santa Marta
509,2024-01-05,3,3277,local 1,Santa Marta
510,2024-02-01,10,2088,local 1,Pereira
511,2023-09-18,4,9594,local 3,Bogotá
512,2023-12-06,5,11096,local 1,Santa Marta
513,2024-02-16,9,11551,local 3,Santa Marta
514,2024-02-06,10,4656,local 3,Bogotá
515,2024-01-29,1,2604,local 2,Medellín
516,2023-09-26,5,9311,local 3,Bogotá
517,2023-09-24,5,5185,local 2,Santa Marta
518,2024-02-23,7,4383,local 3,Santa Marta
519,2023-11-01,9,14843,local 1,Santa Marta
520,2024-01-19,8,4512,local 2,Santa Marta
521,2024-02-07,5,5798,local 3,Pereira
522,2024-03-17,4,10843,local 1,Santa Marta
523,2023-09-26,4,4855,local 1,Pereira
524,2024-01-07,2,10732,local 1,Santa Marta
525,2024-02-29,4,5954,local 1,Pereira
526,2023-10-08,7,11679,local 3,Pereira
527,2023-12-23,9,6724,local 2,Medellín
528,2024-03-20,6,5738,local 2,Santa Marta
529,2023-10-28,4,1776,local 1,Santa Marta
530,2024-01-31,3,1480,local 2,Bogotá
531,2023-11-24,5,10058,local 3,Bogotá
532,2023-12-15,6,14510,local 2,Pereira
533,2024-02-25,10,7521,local 1,Bogotá
534,2023-12-07,2,12859,local 1,Bogotá
535,2024-03-06,6,8607,local 1,Bogotá
536,2024-02-06,8,9333,local 3,Santa Marta
537,2023-10-22,4,12430,local 3,Santa Marta
538,2023-11-28,10,13905,local 2,Santa Marta
539,2023-10-26,7,13332,local 1,Pereira
540,2023-11-25,4,4582,local 1,Pereira
541,2024-03-15,8,14744,local 1,Bogotá
542,2024-01-25,5,14355,local 1,Pereira
543,2023-10-24,9,7587,local 1,Pereira
544,2024-03-27,3,2867,local 1,Bogotá
545,2024-03-29,2,4230,local 1,Medellín
546,2023-12-04,3,9792,local 3,Medellín
547,2023-12-28,6,6144,local 1,Bogotá
548,2023-10-03,10,7153,local 1,Medellín
549,2024-02-16,9,12054,local 1,Santa Marta
550,2023-12-10,6,103,local 2,Bogotá
551,2023-09-13,5,8808,local 2,Medellín
552,2023-11-25,2,966,local 1,Bogotá
553,2023-09-26,2,9568,local 3,Bogotá
554,2024-01-19,8,9655,local 3,Pereira
555,2023-09-27,6,8587,local 1,Santa Marta
556,2024-01-05,7,14296,local 1,Pereira
557,2023-11-03,5,11210,local 1,Bogotá
558,2023-12-06,2,12821,local 2,Medellín
559,2023-10-10,5,6244,local 3,Medellín
560,2023-11-03,3,6928,local 3,Santa Marta
561,2023-10-10,3,4649,local 3,Bogotá
562,2023-12-11,1,2890,local 1,Medellín
563,2024-01-26,6,13020,local 2,Bogotá
564,2023-12-25,3,4279,local 1,Bogotá
565,2023-09-10,6,3060,local 3,Bogotá
566,2023-11-17,9,7034,local 1,Santa Marta
567,2023-09-28,2,11535,local 3,Bogotá
568,2023-10-04,10,11135,local 2,Medellín
569,2024-02-02,3,11125,local 1,Santa Marta
570,2024-02-07,4,879,local 2,Pereira
571,2023-09-21,2,9130,local 3,Bogotá
572,2023-09-18,6,9985,local 3,Medellín
573,2023-09-20,9,1527,local 2,Santa Marta
574,2023-11-02,3,12150,local 2,Bogotá
575,2024-01-15,9,3744,local 1,Bogotá
576,2024-01-21,5,8559,local 2,Santa Marta
577,2023-10-19,1,3832,local 1,Santa Marta
578,2023-09-25,2,6615,local 2,Bogotá
579,2023-09-28,6,11510,local 1,Santa Marta
580,2024-01-22,4,3554,local 1,Santa Marta
581,2023-09-15,10,9942,local 1,Pereira
582,2024-01-22,7,5767,local 2,Pereira
583,2023-12-14,5,10977,local 3,Bogotá
584,2024-02-03,10,9745,local 1,Santa Marta
585,2024-02-14,3,7416,local 1,Santa Marta
586,2024-03-20,1,8252,local 1,Medellín
587,2024-03-11,1,2646,local 1,Santa Marta
588,2024-01-03,4,5197,local 2,Pereira
589,2024-01-21,2,3308,local 3,Santa Marta
